Titre,Année,Durée,Genres,Note,Votes
Pereira prétend,1995,104,Drama,7.1,1233
Afriques: Comment ça va avec la douleur?,1996,165,Documentary,7.3,56
Stunt Woman,1996,95,"Action,Drama",6.2,226
Alaska,1996,109,"Adventure,Family",5.8,5131
Albino Alligator,1996,94,"Crime,Drama,Thriller",6.1,7635
Fantasmes d'un autre monde,1996,90,Sci-Fi,3.4,218
Charlie 2,1996,82,"Adventure,Animation,Family",5.6,5591
American Buffalo,1996,88,Drama,5.8,3488
L'amour nuit gravement à la santé,1996,117,"Comedy,Romance",6.5,1586
Anna Oz,1996,98,"Drama,Mystery,Thriller",5.7,146
L'appartement,1996,116,"Drama,Mystery,Romance",7.4,13769
Arlette,1997,100,"Comedy,Crime,Romance",5.3,677
The Arrival,1996,115,"Mystery,Sci-Fi,Thriller",6.2,33185
Asphalt Tango,1996,100,Comedy,8.0,1633
L'associé,1996,114,Comedy,6.2,7572
Enquête en enfer,1997,90,"Drama,Horror,Thriller",5.0,406
August,1996,94,"Comedy,Drama,Romance",5.9,751
Les aveux de l'innocent,1996,90,"Comedy,Crime,Drama",6.5,55
Pleine Lune,1996,80,"Horror,Thriller",5.9,6108
Dojo la loi des arts martiaux,1996,92,Action,4.8,320
Barb Wire,1996,98,"Action,Sci-Fi",3.3,25355
Beaumarchais l'insolent,1996,100,"Adventure,Comedy,History",6.7,1259
Beautiful Girls,1996,112,"Comedy,Drama,Romance",7.1,31519
Beautiful Thing,1996,90,"Comedy,Drama,Romance",7.5,22888
Beavis et Butt-Head se font l'Amérique,1996,81,"Adventure,Animation,Comedy",6.8,51817
Pluie de roses sur Manhattan,1996,87,"Drama,Romance",6.1,7899
Le poids du déshonneur,1996,108,"Crime,Drama,Mystery",6.1,8280
Le bel été 1914,1996,117,Drama,6.2,103
La belle verte,1996,99,Comedy,7.3,4304
Bernie,1996,87,"Comedy,Drama",7.2,3466
Froide comme la mort,1996,86,"Action,Romance,Thriller",6.7,1092
Le roi des masques,1996,91,Drama,7.7,3116
Les rênes du pouvoir,1999,104,Drama,5.3,702
Le souffre-douleur,1996,90,"Comedy,Thriller",4.7,4597
La grande nuit,1996,109,"Drama,Romance",7.3,18185
Le corps du délit,1996,98,Drama,5.1,274
La loi du talion,1995,105,"Crime,Drama,Music",4.8,185
The Birdcage,1996,117,Comedy,7.1,80827
Black Mask,1996,99,"Action,Adventure,Comedy",6.1,11128
Black Scorpion II: Aftershock,1996,85,"Action,Crime,Fantasy",3.8,698
Prise d'otages à Atlanta,1997,99,Action,4.4,1407
Savage,1996,90,"Crime,Mystery,Thriller",3.0,156
Blood & Wine,1996,101,"Crime,Drama,Thriller",6.0,9296
La Cible du dragon,1996,85,Action,5.1,277
Bogus,1996,110,"Comedy,Family,Fantasy",5.4,6223
Bolche Vita,1996,97,Drama,6.7,176
Tête brûlée,1996,91,"Comedy,Crime,Drama",7.0,70648
La bouche de Jean-Pierre,1996,52,Drama,6.8,340
Bound,1996,109,"Crime,Thriller",7.3,51018
Box of Moonlight,1996,112,"Comedy,Drama",7.3,5361
The Boy from Mercury,1996,87,"Drama,Family",7.1,98
Les virtuoses,1996,108,"Comedy,Drama,Romance",7.1,18769
Breaking the Waves,1996,159,Drama,7.8,63022
"Brigands, chapitre VII",1996,129,"Comedy,Drama",7.1,306
Broken Arrow,1996,108,"Action,Adventure,Thriller",6.1,91588
Silence brisé,1995,106,Drama,6.6,240
Le laideron,1997,90,Comedy,6.9,17
Bubbles Galore,1996,94,Comedy,3.4,236
La buena vida,1996,107,"Comedy,Drama",6.7,676
Buenos Aires Vice Versa,1996,122,"Comedy,Drama",7.0,452
À l'épreuve des balles,1996,84,"Action,Comedy,Crime",5.8,35463
Bambola,1996,92,"Comedy,Drama",4.6,1252
Disjoncté,1996,96,"Comedy,Drama,Thriller",6.1,154551
Caméléone,1996,92,Thriller,5.9,33
Petits cauchemars entre amis,1997,88,Horror,5.9,3748
Camping Cosmos,1996,88,"Comedy,Fantasy,Romance",5.6,290
Capitaine Conan,1996,129,"Drama,War",7.3,2033
Les caprices d'un fleuve,1996,111,"Adventure,Drama",6.6,286
Carnosaur 3,1996,85,"Action,Horror,Sci-Fi",3.2,1708
Une folle équipée,1996,89,Comedy,5.0,4539
État de force,1996,109,"Drama,Romance",6.2,1474
Cavafy,1996,85,"Biography,Drama",5.4,423
Cervelles panées,1996,\N,Drama,6.1,16
Chacun cherche son chat,1996,91,"Comedy,Romance",6.8,3197
Poursuite,1996,107,"Action,Drama,Sci-Fi",5.7,48450
Chamane,1996,100,Adventure,6.8,260
L'héritage de la haine,1996,113,"Crime,Drama,Thriller",6.0,12983
Champions,1997,99,Action,4.0,256
Sister connection,1997,95,"Comedy,Drama,Romance",5.7,330
Meurtre sur commande,1997,100,"Drama,Thriller",4.9,27
La chica,1996,88,"Comedy,Drama",6.3,6
Les enfants de la révolution,1996,101,"Comedy,Drama,Romance",6.3,2237
Deux voyous,1996,101,"Crime,Drama",6.5,79
Chronique d'une disparition,1996,88,Drama,6.9,593
La cible,1997,95,"Comedy,Crime",5.8,43
City Hall,1996,111,"Drama,Thriller",6.2,19633
Le coeur fantôme,1996,87,Drama,6.9,170
Kolonel Bunker,1996,103,"Drama,History",7.2,48
Embrasse-moi Pasqualino!,1996,100,"Comedy,Drama",5.6,244
Commandements,1997,88,"Comedy,Drama,Romance",5.5,1539
Comment je me suis disputé... (ma vie sexuelle),1996,178,"Comedy,Drama,Romance",6.8,1394
Compagne de voyage,1996,104,Drama,6.8,255
Le complexe de Toulon,1995,81,Comedy,7.4,21
La Comédie-Française ou L'amour joué,1996,223,Documentary,6.7,46
Conte d'été,1996,113,"Comedy,Drama,Romance",7.6,6747
Conversations avec la bête,1996,95,Drama,6.5,85
Charmante promotion,1997,112,"Action,Thriller",5.0,206
Des choses que je ne t'ai jamais dites,1996,93,"Comedy,Drama,Romance",6.8,1296
Serial Bomber,1996,90,"Crime,Mystery,Thriller",4.1,246
Coup de vice,1996,85,"Comedy,Drama",5.4,12
À l'épreuve du feu,1996,116,"Action,Drama,Mystery",6.6,50753
Indomptables,1996,93,"Action,Adventure",5.7,169
Dangereuse alliance,1996,101,"Drama,Fantasy,Horror",6.4,80520
Crash,1996,100,Drama,6.4,52940
Le cri de Tarzan,1996,112,"Comedy,Drama",5.1,7
Le Cri de la soie,1996,110,"Drama,Romance",6.8,156
The Crow: La Cité des anges,1996,84,"Action,Crime,Fantasy",4.7,19326
La chasse aux sorcières,1996,124,"Drama,History",6.8,35575
Un cos al bosc,1996,\N,Thriller,6.1,102
Sang-froid,1996,88,"Comedy,Crime,Thriller",5.9,4907
Le grand galop,1996,104,"Comedy,Drama,History",6.6,294
Les petits champions 3,1996,104,"Action,Comedy,Drama",5.5,25285
La ronde brisée,1996,107,"Drama,Music,Romance",7.2,72
Le jour où le cochon est tombé dans le puits,1996,115,"Drama,Romance",6.7,866
Danger Zone,1996,92,"Action,Drama",4.5,750
Dark Breed,1996,104,"Action,Horror,Sci-Fi",4.1,565
Dark Planet,1997,99,Sci-Fi,3.4,646
Daylight,1996,114,"Action,Adventure,Drama",5.9,67534
En route vers Manhattan,1996,87,"Comedy,Drama",6.9,4762
Dead Heart,1996,104,"Drama,Mystery,Thriller",6.5,256
Impasse,1997,91,"Horror,Thriller",5.2,236
Désir meurtrier,1997,88,Thriller,5.2,84
Evasion mortelle,1993,105,"Action,Drama",3.8,388
Escroc malgré lui,1996,112,Comedy,5.5,3625
Delphine: 1 - Yvan: 0,1996,91,"Comedy,Romance",5.2,479
Le dentiste,1996,92,Horror,5.3,8498
Des nouvelles du bon Dieu,1996,100,Comedy,7.1,478
Désiré de Sacha Guitry,1996,93,Comedy,6.0,187
Les 2 papas et la maman,1996,90,Comedy,2.7,252
Diabolique,1996,107,"Drama,Horror,Mystery",5.5,13502
La disparition de Kevin Johnson,1996,105,Comedy,5.3,236
L'île du diable,1996,99,"Comedy,Drama",7.2,998
Spoof Movie,1996,89,"Comedy,Crime",6.6,49058
Y a-t-il un commandant pour sauver la Navy?,1996,92,Comedy,6.2,21366
Coeur de dragon,1996,103,"Action,Adventure,Fantasy",6.5,91795
Rêve pour une insomniaque,1996,90,"Comedy,Drama,Romance",6.1,2622
Fantasmes sous contrôle,1996,86,"Sci-Fi,Thriller",4.2,200
Une Vie a la Derive,1996,123,Drama,6.3,76
Fugue,1997,100,"Action,Adventure,Comedy",6.8,5540
Mon ami Dunston,1996,88,"Adventure,Comedy,Family",5.4,11971
Ebola Syndrome,1996,98,"Crime,Horror",6.5,3598
Ed,1996,94,"Comedy,Family,Sport",2.7,8141
Elle,1995,86,Drama,6.0,49
La cavale du géomètre,1996,91,Comedy,5.4,108
"Emma, l'entremetteuse",1996,120,"Comedy,Drama,Romance",6.6,36380
Le jeune homme amoureux,1997,105,"Drama,Romance,War",6.1,335
Putain de rue!,1997,92,Drama,6.4,68
Encore,1996,96,"Comedy,Drama,Romance",5.9,135
Enfants de salaud,1996,100,"Comedy,Drama",6.0,238
Les enfants du soleil,1995,200,"Biography,Comedy,Drama",8.5,27
Le patient anglais,1996,162,"Drama,Romance,War",7.4,180407
L'effaceur,1996,115,"Action,Drama,Thriller",6.1,104500
Los Angeles 2013,1996,101,"Action,Adventure,Sci-Fi",5.8,70487
Exercices de style,1996,80,"Comedy,Drama,Thriller",4.9,40
Eskiya le bandit,1996,128,"Crime,Drama,Thriller",8.2,65073
Étoile du soir,1996,129,"Comedy,Drama,Romance",5.9,4241
Tout le monde dit I love you,1996,101,"Comedy,Musical,Romance",6.7,35640
Evil Ed,1995,93,"Comedy,Horror",5.6,3341
Evita,1996,135,"Biography,Drama,History",6.3,34224
Ultime décision,1996,133,"Action,Adventure,Thriller",6.4,51336
L'exil du roi Behanzin,1994,86,"Drama,History",6.8,15
Mesure d'urgence,1996,118,"Crime,Drama,Mystery",6.2,17161
Au-delà des lois,1996,101,"Crime,Drama,Thriller",6.2,13714
Ma femme me tue,1996,91,"Comedy,Crime,Drama",5.9,1950
Fallait pas!..,1996,95,Comedy,5.2,391
Familia,1996,98,"Comedy,Drama",7.2,1254
La couleur du destin,1996,109,"Comedy,Drama",7.0,3330
Le fan,1996,116,"Action,Drama,Sport",5.9,46454
Deux fantômes en colère,1996,78,"Adventure,Comedy,Fantasy",4.9,720
Fargo,1996,98,"Crime,Drama,Thriller",8.1,624808
Fear,1996,97,"Drama,Thriller",6.3,42840
Feeling Minnesota,1996,99,"Comedy,Crime,Drama",5.4,10576
Felix,1996,87,Drama,4.9,16
Temptress Moon,1996,130,"Drama,Romance",6.8,1780
Les griffes de la cigogne,1996,96,Thriller,5.6,276
Président junior,1996,101,"Comedy,Family",5.3,10308
Le club des ex,1996,103,Comedy,6.4,44277
Liens d'acier,1996,98,"Action,Adventure,Crime",5.4,8599
Flirter avec les embrouilles,1996,92,Comedy,6.7,17844
Floating Life,1996,96,"Comedy,Drama",7.1,261
L'envolée sauvage,1996,107,"Adventure,Drama,Family",6.8,23750
For Ever Mozart,1996,84,"Comedy,Drama,War",6.3,946
L'esprit de la forêt,1996,93,"Action,Adventure,Comedy",3.7,2458
Foxfire,1996,102,"Drama,Romance",6.2,8682
"Frantz Fanon, peau noire masque blanc",1995,70,"Biography,Documentary",6.3,126
Freeway,1996,102,"Comedy,Crime,Drama",6.8,26693
Fantômes contre fantômes,1996,110,"Comedy,Fantasy,Horror",7.1,82819
Une nuit en enfer,1996,108,"Action,Crime,Horror",7.2,289899
Nos funérailles,1996,99,"Crime,Drama",6.6,8288
Escape,1997,96,"Drama,Romance,Thriller",5.8,348
Pour toujours et à jamais,1997,88,"Drama,Thriller",6.1,43
Gabbeh,1996,75,"Drama,Mystery,Romance",6.9,3070
Gallivant,1996,100,Documentary,7.0,203
"Gamera, l'attaque de la légion",1996,99,"Action,Fantasy,Sci-Fi",7.2,2234
Le gaulois,1996,\N,\N,8.2,5
Get on the Bus,1996,120,"Adventure,Drama,History",6.8,5214
L'ombre et la proie,1996,110,"Adventure,Drama,Thriller",6.9,56817
Les fantômes du passé,1996,130,"Drama,History",6.7,10198
Girl 6,1996,108,"Comedy,Drama",5.2,5891
La fille du fleuve,1987,100,Drama,7.8,30
L'ombre blanche,1996,91,"Action,Comedy,Crime",5.4,18945
Une virée d'enfer,1995,100,Comedy,5.5,3335
Sik san,1996,88,"Action,Comedy,Fantasy",7.3,8285
Golden Boy,1996,91,Comedy,4.0,83
Grace of My Heart,1996,116,"Comedy,Drama,Music",6.7,3588
Les grands ducs,1996,85,Comedy,5.9,946
La couleur de l'arnaque,1996,91,"Comedy,Sport",5.5,8441
Young and Dangerous (Jeune et dangereux),1996,97,"Action,Crime,Thriller",7.1,1559
Hamlet,1996,242,Drama,7.7,36200
Happy Gilmore,1996,92,"Comedy,Sport",7.0,200051
Harriet la petite espionne,1996,100,"Comedy,Drama,Family",5.9,9708
Petits meurtres entre nous,1996,92,"Comedy,Thriller",6.0,7355
Le cerveau de la famille,1996,82,"Comedy,Horror",5.3,1541
Vengeance froide,1996,132,"Drama,Mystery,Thriller",5.8,5079
Hellraiser: Bloodline,1996,85,"Horror,Sci-Fi",5.2,19524
"Henry, portrait d'un serial killer 2",1996,84,"Crime,Horror,Thriller",4.9,895
Hercule & Sherlock,1996,95,"Comedy,Crime",4.3,560
Prof et rebelle,1996,86,"Comedy,Crime,Romance",5.6,12734
Himitsu no hanazono,1997,85,"Comedy,Crime",7.0,406
L'incroyable voyage à San Francisco,1996,88,"Adventure,Comedy,Family",6.0,13921
"Hommes, femmes, mode d'emploi",1996,122,"Comedy,Drama",6.0,668
Kid... napping !,1996,108,"Comedy,Family",5.9,8090
Héritage diabolique,1996,83,"Action,Horror,Thriller",4.4,353
Le huitième jour,1996,118,"Comedy,Drama",7.5,9064
Le bossu de Notre-Dame,1996,91,"Animation,Drama,Family",7.0,143864
Hustler White,1996,79,"Drama,Romance",5.8,1223
I Shot Andy Warhol,1996,103,"Biography,Drama",6.6,6395
La fille d'en face,1996,92,"Comedy,Romance",4.9,3811
Rêves défendus,1997,85,"Drama,Mystery,Thriller",4.5,268
"'Imûhar', une légende",1997,82,"Adventure,Drama,Family",6.8,40
Le temps d'aimer,1996,113,"Biography,Drama,Romance",6.0,8202
Independence Day : Le Jour de la riposte,1996,145,"Action,Adventure,Sci-Fi",7.0,531904
La rage de vivre,1996,98,"Comedy,Drama,Romance",6.4,787
Intimate Relations,1996,105,"Comedy,Drama",6.2,707
Invader,1996,90,"Sci-Fi,Thriller",4.8,640
Piège intime,1996,91,"Drama,Thriller",5.2,314
Vampire,1996,99,"Comedy,Drama",7.0,5597
Fête des pères,1996,96,"Comedy,Romance",6.0,291
L'Île du Dr. Moreau,1996,96,"Horror,Sci-Fi,Thriller",4.6,31337
"C'est élémentaire, parler de l'homosexualité à l'école",1996,80,Documentary,7.9,88
Jack,1996,113,"Comedy,Drama,Fantasy",5.8,56509
Le Jaguar,1996,100,"Adventure,Comedy",6.0,4019
Simon au pays des globules,1996,91,"Adventure,Family,Fantasy",5.6,1036
James et la pêche géante,1996,79,"Adventure,Animation,Family",6.7,60877
Jane Eyre,1996,112,"Drama,Romance",6.8,9138
"Jaya, fille du Gange",1996,94,"Drama,Romance",7.1,58
À l'est de la guerre,1996,117,"Documentary,War",7.9,101
Jerry Maguire,1996,139,"Comedy,Drama,Romance",7.3,245281
Jérusalem,1996,168,Drama,6.8,1402
Contre-attaque,1996,107,"Action,Adventure,Comedy",6.6,19568
La course au jouet,1996,89,"Adventure,Comedy,Family",5.7,94536
Joe's Apartment,1996,80,"Comedy,Fantasy,Musical",5.5,12674
Johns,1996,96,"Drama,Romance",6.4,1636
Jude,1996,123,"Drama,Romance",6.9,9979
Jugement,1996,98,"Action,Horror,Thriller",4.1,217
L'enfant de la jungle,1998,89,"Adventure,Fantasy",3.6,142
Jungle Jack 2: La star de la jungle,1996,72,"Animation,Family,Musical",5.3,696
"La robe, et l'effet qu'elle produit sur les femmes qui la portent et les hommes qui la regardent",1996,103,"Comedy,Drama",7.0,1817
La jurée,1996,118,"Crime,Drama,Thriller",5.7,17464
Les braconniers,1996,113,"Crime,Thriller",7.1,7918
"Kama Sutra, une histoire d'amour",1996,117,"Crime,Drama,History",6.1,10005
Kansas City,1996,116,"Crime,Drama,Music",6.4,4406
Au loin s'en vont les nuages,1996,97,"Comedy,Drama",7.6,7082
Le prisonnier du Caucase,1996,99,"Drama,War",7.5,4218
Meurtre à Tulsa,1997,113,"Crime,Drama,Thriller",5.2,1578
Kids Return,1996,107,"Crime,Drama,Sport",7.5,5606
Killer Barbys,1996,90,Horror,3.4,742
La langue tueuse,1996,100,"Comedy,Horror,Sci-Fi",4.7,1135
Strike,1996,114,"Comedy,Sport",6.9,77678
Kissed,1996,78,"Drama,Romance",6.4,3571
Un amant si parfait,1996,91,Thriller,4.1,55
Killer Condom,1996,107,"Comedy,Horror,Romance",5.3,2881
Ubu roi,1996,88,"Comedy,Drama",6.7,130
Un éléphant sur les bras,1996,93,"Comedy,Family",5.7,6850
Dernière danse,1996,103,"Drama,Thriller",5.7,3948
The Last Days of Frankie the Fly,1996,96,"Comedy,Crime,Drama",5.5,1705
Dernier recours,1996,101,"Action,Crime,Drama",6.4,53730
Le dernier des grands rois,1996,103,"Comedy,Drama",6.1,1759
Le Cobaye 2 : Cyberspace,1996,93,"Action,Sci-Fi,Thriller",2.5,9009
"Layla, Ma Raison",1989,90,"Drama,Romance",6.5,37
Lea,1996,100,"Drama,Romance",7.0,439
Leila,1997,102,"Drama,Family,Romance",7.6,3410
"Joli village, jolie flamme",1996,115,"Comedy,Drama,History",8.7,14971
Level Five,1997,106,"Documentary,Romance,War",7.1,735
Ligne de vie,1996,100,"Crime,Drama,Romance",5.7,107
Lone Star,1996,135,"Drama,Mystery",7.4,28198
Au revoir à jamais,1996,121,"Action,Crime,Drama",6.8,74365
Looking for Richard,1996,112,"Documentary,Drama",7.3,7899
Lord Protector,1996,101,"Action,Adventure,Fantasy",4.3,129
Lost Highway,1997,134,"Mystery,Thriller",7.6,132715
Love Serenade,1996,101,"Comedy,Crime,Drama",6.9,1416
Love and Other Catastrophes,1996,76,"Comedy,Romance",6.3,1886
"Love, etc.",1996,105,"Comedy,Drama,Romance",6.2,615
Luna e l'altra,1996,100,"Comedy,Fantasy",6.5,102
La rédemption,1997,78,Drama,6.3,176
Lust and Revenge,1996,95,"Comedy,Drama",6.6,75
Mad Dogs,1996,93,"Comedy,Crime,Drama",5.5,2704
Le Miroir aux merveilles,1996,85,"Adventure,Comedy,Family",5.4,169
Le Miroir aux merveilles,1997,\N,"Adventure,Comedy,Family",5.2,93
Malena est un nom de tango,1996,109,Drama,6.1,260
Pour une nuit de plus,1997,94,"Drama,Thriller",5.0,169
Nicaragua: Cocaine War,1997,108,Drama,4.4,85
Mandela,1996,118,"Biography,Documentary,History",6.5,328
Marian,1996,109,Drama,6.4,108
La vie silencieuse de Marianna Ucria,1997,108,"Drama,History",6.1,170
Mars Attacks!,1996,106,"Comedy,Sci-Fi",6.3,211910
Simples secrets,1996,98,Drama,6.7,26007
Mary Reilly,1996,108,"Drama,Horror,Romance",5.8,14191
Le visage du danger,1996,89,"Action,Crime,Thriller",4.2,317
Le berceau de la vengeance,1996,92,"Drama,Thriller",5.6,211
Matilda,1996,98,"Comedy,Family,Fantasy",6.9,131885
Risque maximum,1996,101,"Action,Thriller",5.5,20557
Le temps d'un été,1996,101,"Drama,Family",6.7,270
Les menteurs,1996,107,"Drama,Romance",6.0,86
Ma génération,1996,95,Drama,6.9,138
Michael,1996,105,"Comedy,Drama,Fantasy",5.7,41202
Michael Collins,1996,133,"Biography,Drama,Thriller",7.2,29830
Microcosmos: Le peuple de l'herbe,1996,80,Documentary,7.9,10770
Les mille et une recettes du cuisinier amoureux,1996,100,"Comedy,Romance",6.5,627
Flirt avec la mort,1996,104,Thriller,5.8,105
Le miroir,1997,95,Drama,7.5,2466
Leçons de séduction,1996,126,"Comedy,Drama,Romance",6.7,16630
"Mirror, Mirror",1996,85,"Biography,Documentary",8.9,27
Mission: Impossible,1996,110,"Action,Adventure,Thriller",7.2,391594
Mo',1996,82,"Comedy,Crime",7.2,17
"Moll Flanders, ou les mémoires d'une courtisane",1996,123,"Drama,Romance",6.5,4030
Mon homme,1996,99,"Comedy,Drama,Romance",6.5,1293
Dire l'indicible: La quête d'Élie Wiesel,1996,108,Documentary,6.9,17
Mondo,1995,80,Drama,7.3,549
Mossane,1996,105,Drama,7.2,92
Mother,1996,104,"Comedy,Drama",6.9,5802
Manipulation,1996,114,"Drama,Romance,War",7.1,4927
La dernière cible,1996,106,"Action,Drama,Thriller",4.1,348
Mr. Mumble,1996,100,"Action,Comedy,Crime",5.8,67
Drôle de numéro,1996,96,Comedy,3.9,4812
Les hommes de l'ombre,1996,107,"Crime,Drama,Mystery",6.3,16077
"Mes doubles, ma femme et moi",1996,117,"Comedy,Romance,Sci-Fi",6.1,30014
L'île au trésor des Muppets,1996,99,"Action,Adventure,Comedy",7.0,22003
Président? Vous avez dit président?,1996,101,"Adventure,Comedy",6.5,14194
Mon oncle est un extraterrestre,1996,91,"Family,Fantasy,Sci-Fi",2.5,198
Méfie-toi de l'eau qui dort,1996,110,Drama,7.5,42
Dans la forêt vierge après cinq heures,1995,99,"Comedy,Romance",7.0,1473
"Goodbye South, Goodbye",1996,124,"Crime,Drama",7.3,1541
Femmes,1996,98,Drama,7.0,28
L'homme qui dort,1996,103,Drama,7.2,217
New York Cop : Mission infiltration,1993,93,"Action,Crime,Drama",4.2,193
Nitrate d'argent,1996,87,"Comedy,Drama,History",6.8,115
Otages en péril 2: Sans issue,1996,86,"Action,Crime,Drama",4.3,314
No Sex Last Night,1996,76,"Biography,Documentary,Romance",7.5,123
No Way Back,1995,91,"Action,Crime,Drama",5.1,2374
No Way Home,1996,99,"Crime,Drama,Thriller",6.8,1395
Nostalgie de la campagne,1995,116,"Drama,Romance",7.0,115
Un instant d'innocence,1996,78,"Comedy,Drama",7.8,3407
Vengeance à domicile,1997,94,"Drama,Horror,Thriller",4.6,541
Le professeur foldingue,1996,95,"Comedy,Romance,Sci-Fi",5.6,111345
The Disappearance of Finbar,1996,105,"Drama,Mystery",6.4,579
Nénette et Boni,1996,103,Drama,6.9,1413
Oblivion,1996,83,"Adventure,Comedy,Horror",5.3,497
Aux portes de l'enfer,1996,93,"Drama,Mystery,Thriller",4.8,675
Les yeux d'Asie,1996,86,"Drama,History",5.9,77
Omega Doom,1996,84,"Drama,Sci-Fi,Thriller",4.2,2873
Un beau jour,1996,108,"Comedy,Drama,Romance",6.5,43485
Original Gangstas,1996,99,"Action,Crime,Drama",5.7,1571
Orson Welles - l'homme orchestre,1995,88,Documentary,7.4,481
L'huître et le vent,1997,112,"Drama,Fantasy",6.9,403
Oui,1996,89,Comedy,4.1,59
The Pallbearer,1996,98,"Comedy,Romance",4.9,7852
Les amateurs,1995,92,"Comedy,Crime",6.5,2367
Parfait amour!,1996,110,"Drama,Romance",6.2,466
Passage à l'acte,1996,105,Thriller,5.8,255
Passage pour le paradis,1998,97,Comedy,5.8,68
Past Perfect,1996,92,"Action,Drama,Sci-Fi",4.8,332
Le père,1996,91,Drama,7.5,1337
Larry Flynt,1996,130,"Biography,Drama",7.3,88879
Engrenage infernal,1996,99,"Action,Thriller",5.4,719
Clubbed to Death (Lola),1996,90,Drama,5.7,513
Le fantôme du Bengale,1996,100,"Action,Adventure,Comedy",5.0,32543
Phénomène,1996,123,"Drama,Fantasy,Romance",6.4,74859
Picado fino,1996,80,Drama,6.9,148
La revanche de Pinocchio,1996,96,"Fantasy,Horror",4.0,1989
Le plus beau métier du monde,1996,105,"Comedy,Drama",5.7,1028
L'arbre aux âmes,1996,90,Drama,6.8,49
The Pompatus of Love,1995,99,"Comedy,Drama,Romance",5.3,548
Ponette,1996,97,Drama,7.5,4192
Portrait de femme,1996,144,"Drama,Romance",6.2,10957
Pourvu que ça dure,1996,95,Comedy,4.2,46
La femme du pasteur,1996,123,"Comedy,Drama,Fantasy",5.6,11227
Golden Planet,1996,90,"Adventure,Sci-Fi,Western",3.7,524
Peur primale,1996,129,"Crime,Drama,Mystery",7.7,192442
Le prince,1996,\N,\N,5.5,37
Carmin profond,1996,110,"Crime,Drama,Romance",7.3,1675
Shadowchaser IV,1996,99,"Action,Sci-Fi",3.1,312
La propriétaire,1996,113,Drama,5.6,194
Pusher,1996,110,"Crime,Thriller",7.4,35470
Pédale douce,1996,100,Comedy,5.8,1671
Quand les étoiles rencontrent la mer,1996,86,Drama,6.8,35
Le grand tournoi,1996,95,"Action,Adventure,Drama",5.6,24493
La chambre tranquille,1996,93,Drama,6.8,551
La compétition,1996,100,"Adventure,Comedy,Drama",5.4,3045
Les enragés,1997,93,"Action,Thriller",4.5,489
Rainbow pour Rimbaud,1996,82,Drama,6.2,10
Raja Hindustani,1996,177,"Action,Comedy,Drama",6.2,7104
La rançon,1996,121,"Action,Crime,Thriller",6.7,119905
La rencontre,1996,75,\N,6.9,62
Reprise,1996,192,Documentary,8.3,48
Rétroaction,1997,91,"Action,Crime,Drama",6.2,5762
Chasse au rhinocéros à Budapest,1997,115,Drama,6.3,120
Sombres soupçons,1996,95,Thriller,5.2,3067
Ridicule,1996,102,"Comedy,Drama,History",7.4,7214
Emeute à Los Angeles,1996,94,"Action,Crime,Thriller",5.3,439
Robinson Crusoé,1997,105,"Adventure,Drama",6.0,11895
Le rocher d'Acapulco,1995,70,Drama,7.5,38
Rock,1996,136,"Action,Adventure,Thriller",7.4,315911
Roméo + Juliette,1996,120,"Drama,Romance",6.7,213116
Sabotage,1996,99,"Action,Drama,Thriller",5.9,1421
Innocents et coupables,1994,100,"Action,Crime,Drama",5.2,161
Nina,1995,90,"Comedy,Drama",5.9,25
Salut cousin!,1996,98,Comedy,5.7,282
Monsieur Papa Noël,1996,97,Comedy,2.6,8565
Le cercle parfait,1997,110,"Drama,War",8.1,2058
Schizopolis,1996,96,"Comedy,Fantasy,Mystery",6.9,5288
Vengeance Fatale,1997,98,"Drama,Thriller",3.7,366
Scorpio Nights,1985,126,Drama,7.1,283
Scream,1996,111,"Horror,Mystery",7.3,290384
Le club des agents secrets,1996,90,"Action,Comedy,Family",3.3,1217
L'agent secret,1996,95,"Drama,Thriller",5.7,2207
Jardin Secret,1996,90,Drama,4.7,47
Secrets et Mensonges,1996,136,"Comedy,Drama",8.0,38296
Le prix à payer,1996,123,"Action,Crime,Drama",6.9,14548
Sergent Bilko,1996,93,Comedy,5.9,21560
Romance noire,1996,164,\N,7.5,14
Shadow Builder,1998,101,"Action,Horror,Thriller",4.9,1422
Shanghaï grand,1996,96,"Action,Crime,Thriller",6.6,716
Petits mensonges entre frères,1996,96,"Comedy,Drama,Romance",6.0,16619
Shine,1996,105,"Biography,Drama,Music",7.7,51698
Silencers,1996,103,"Action,Sci-Fi",4.9,440
Tireur en péril,1996,93,"Action,Drama,Thriller",5.5,3705
Le syndrome de Stendhal,1996,120,"Horror,Mystery,Thriller",6.1,7684
Sleepers,1996,147,"Crime,Drama,Thriller",7.6,192833
Sling Blade,1996,135,Drama,8.0,87746
Le guerrier d'acier,1996,94,"Action,Sci-Fi,Thriller",4.1,4090
Les hurlus,1996,86,"Drama,War",7.0,24
Space Jam,1996,88,"Adventure,Animation,Comedy",6.5,166167
Les lutins sauteurs 2,1996,85,"Family,Fantasy,Horror",3.6,135
Les conspirateurs du plaisir,1996,85,"Comedy,Drama",7.4,3223
Virus,1996,90,"Action,Thriller",2.9,536
Agent zéro zéro,1996,81,"Action,Comedy",5.4,36305
Star Trek : Premier Contact,1996,111,"Action,Adventure,Drama",7.6,118892
Beauté volée,1996,118,"Drama,Mystery,Romance",6.6,26363
Steel Sharks,1997,94,Action,4.2,356
