Titre,Année,Durée,Genres,Note,Votes
"Alien, le huitième passager",1979,117,"Horror,Sci-Fi",8.4,797779
Le monstre attaque,1980,92,"Adventure,Horror,Sci-Fi",3.7,1292
Que le spectacle commence...,1979,123,"Drama,Music,Musical",7.9,28582
Un scandale presque parfait,1979,93,"Comedy,Romance",5.2,257
L'amateur,1979,112,"Comedy,Drama,Romance",7.9,6533
Amityville : La Maison du diable,1979,117,Horror,6.3,35689
L'amour en fuite,1979,94,"Comedy,Drama,Romance",7.1,6256
Les 7 filles en or,1979,97,"Action,Comedy",2.1,1695
Anthracite,1980,90,Drama,6.2,29
Apocalypse Now,1979,147,"Drama,Mystery,War",8.4,613845
Le Trésor de la montagne sacrée,1979,98,"Adventure,Fantasy",5.8,889
Nuits arabes,1979,91,Comedy,4.7,68
Armée d'amour,1979,107,Documentary,6.4,28
Ashanti,1979,118,"Action,Adventure,Drama",5.4,1720
Les 13 marches de l'angoisse,1980,101,"Drama,Horror,Thriller",5.7,648
Au revoir... à lundi,1979,117,Drama,5.8,49
Avalanche Express,1979,88,"Action,Thriller",5.0,1299
L'avare,1980,125,Comedy,6.7,4089
La main d'acier,1979,89,"Action,Comedy",5.9,48
"Bastien, Bastienne",1979,105,Drama,7.2,32
La bataille du Chili,1979,80,Documentary,7.9,792
Le secret de la banquise,1979,118,"Action,Adventure,Mystery",5.9,2098
Bienvenue Mister Chance,1979,130,"Comedy,Drama",8.0,66416
Les belles manières,1978,86,Drama,6.7,79
A moi les petites Brésiliennes,1978,104,Comedy,5.3,134
Ultra Vixens,1979,93,Comedy,5.6,2872
Description d'une île,1979,192,\N,6.8,17
"Car-Napping - Bestellt, geklaut, geliefert",1980,89,"Comedy,Crime",6.4,202
Le dernier secret du Poséidon,1979,114,"Action,Adventure",4.7,4785
Aller jamais retour,1979,108,Drama,6.6,296
Bizalom,1980,105,Drama,7.6,672
Le trou noir,1979,98,"Action,Sci-Fi",6.0,23680
Black Jack,1979,110,"Adventure,Comedy",6.5,445
La reine de la magie noire,1981,90,Horror,6.2,303
L'étalon noir,1979,118,"Adventure,Family,Sport",7.3,11914
Le Tambour,1979,142,"Drama,War",7.5,22512
Lutte féroce à Shaolin,1979,90,"Action,Drama",6.0,34
Les chaînes du sang,1978,116,Drama,5.8,831
Liés par le sang,1979,116,"Crime,Drama,Mystery",4.6,1496
Le tueur de Manhattan,1980,78,"Crime,Horror,Thriller",4.8,272
Bo ming dan dao duo ming qiang,1979,97,"Action,Adventure",7.0,426
Bobo Jacco,1979,90,\N,6.6,12
Un flic de choc,1980,87,"Drama,Thriller",4.5,292
Boulevard Nights,1979,102,"Crime,Drama",6.8,556
La bande des quatre,1979,101,"Comedy,Drama,Romance",7.7,21871
Brigade mondaine: La Secte de Marrakech,1979,90,Crime,4.0,20
Les bronzés font du ski,1979,90,Comedy,7.5,7566
Chromosome 3,1979,92,"Horror,Sci-Fi",6.9,26404
Le violent kid du karaté,1974,101,"Action,Drama",6.3,63
Contrat pour la mort,1979,88,"Action,Drama",5.9,76
"Bruce Lee, le géant du kung-fu",1978,81,"Action,Drama",5.6,75
Buffet froid,1979,89,"Comedy,Crime",7.4,5077
L'épopée de Bugs Bunny,1979,98,"Animation,Comedy,Family",7.3,3789
Folie sanglante,1979,94,Horror,6.3,4501
Les Joyeux Débuts de Butch Cassidy et le Kid,1979,115,"Comedy,Western",5.7,1326
"Bête, mais discipliné",1979,95,Comedy,4.4,129
"C'est pas moi, c'est lui",1980,105,Comedy,5.5,514
C.H.O.M.P.S.,1979,89,"Comedy,Family,Sci-Fi",4.9,746
Le Chasseur de monstres,1979,97,Adventure,5.3,302
Le larron,1980,108,Comedy,7.0,453
Ça glisse... les filles!,1979,92,"Comedy,Drama,Romance",6.0,622
Le voyageur,1979,89,Horror,6.3,296
Cannibal Holocaust,1980,95,"Adventure,Horror",5.9,51419
Les Cannibales,1980,90,Horror,3.3,780
Cher papa,1979,105,Drama,6.1,166
Cause toujours... tu m'intéresses!,1979,97,Comedy,6.0,215
Le champion,1979,121,"Drama,Sport",6.9,7949
Chapitre deux,1979,124,"Comedy,Drama,Romance",6.0,971
Charles et Lucie,1979,95,"Comedy,Drama,Romance",6.9,79
Le cheval d'orgueil,1980,120,Drama,6.1,192
Pipicacadodo,1979,110,"Comedy,Drama",6.2,515
Le syndrome chinois,1979,122,"Drama,Thriller",7.4,27620
Le cercle de fer,1978,102,"Action,Adventure,Fantasy",5.9,2163
Cité en feu,1979,106,"Action,Drama",4.2,1037
Clair de femme,1979,98,Drama,6.5,727
Gros câlin,1979,95,Comedy,6.7,29
Un flic de charme,1978,90,"Crime,Drama",5.2,80
SOS Concorde,1979,96,"Action,Crime,Thriller",5.6,487
Les contrebandiers de Santa Lucia,1979,88,"Crime,Drama,Thriller",5.6,81
Le coeur de la forêt,1979,100,Drama,6.4,85
Coup de tête,1979,89,"Comedy,Drama,Sport",7.3,1779
Courage fuyons,1979,100,"Comedy,Romance",6.0,302
Le crime de Cuenca,1980,88,"Drama,History",7.2,570
Le Christ s'est arrêté à Eboli,1979,150,Drama,7.7,2112
Crocodile,1978,100,Horror,3.7,99
Cuba,1979,122,"Adventure,Romance,Thriller",5.7,2450
De l'enfer à la victoire,1979,103,"Drama,War",5.3,372
Que viva Mexico!,1979,90,"Documentary,Drama,Western",7.5,1589
De la nuée à la résistance,1979,104,Drama,6.5,395
Les Nuits de la Violence,1979,92,"Horror,Sci-Fi,Thriller",4.2,1316
Le jour où il arriva sur la terre,1977,88,"Horror,Sci-Fi",3.8,226
Le jour des assassins,1979,94,"Action,Adventure,Drama",4.6,129
De grands événements et des gens ordinaires,1979,65,Documentary,7.4,42
Sur les traces de Shaolin,1979,86,"Action,Drama",5.9,148
Delirium,1979,90,Thriller,3.8,233
Démon de grève,1979,\N,Action,5.9,39
Police force,1979,91,"Crime,Drama",6.9,83
Butterfly Murders,1979,88,"Action,Horror,Mystery",6.5,659
Oublier Venise,1979,110,Drama,6.8,294
Divine créature,1975,115,Drama,6.0,280
Le divorcement,1979,120,Drama,5.2,18
Don Giovanni,1979,176,"Drama,Music",7.6,1129
Fille de nuit,1979,90,Thriller,5.6,22
Le trou aux folles,1979,86,Comedy,5.4,156
Dracula,1979,109,"Drama,Horror,Romance",6.5,9199
Dracula père et fils,1976,96,"Comedy,Horror",5.3,551
Roi de Shaolin,1978,87,"Action,Drama",5.7,134
Driller Killer,1979,96,"Drama,Horror,Thriller",5.2,6961
La Troisième Génération,1979,111,"Crime,Drama",6.9,2142
La drôlesse,1979,90,Drama,6.8,519
Le Chef d'orchestre,1980,101,"Drama,Music",7.0,535
La dérobade,1979,120,Drama,6.2,404
L'étalon de guerre,1979,111,Western,5.9,712
Le mariage de Maria Braun,1979,120,Drama,7.8,12551
Un jour comme un autre,1979,95,Drama,7.8,187
Le cavalier électrique,1979,121,"Comedy,Drama,Romance",6.4,7531
Secrets érotiques d'Emmanuelle,1980,91,"Crime,Drama",4.5,579
L'empreinte des géants,1980,141,"Action,Drama,Romance",6.2,48
J'ai voulu rire comme les autres,1980,70,\N,6.4,7
Le défi du ninja,1979,86,"Action,Drama",6.5,73
Les évadées du camp d'amour,1980,93,"Adventure,Crime,Thriller",5.0,442
L'évadé d'Alcatraz,1979,112,"Action,Biography,Crime",7.6,123350
Evasion d'Athènes,1979,125,"Action,Adventure,Comedy",5.7,4625
Juke Box,1978,95,"Comedy,Drama,Romance",6.5,3063
Et la tendresse?... Bordel!,1979,105,Comedy,6.1,313
Les Européens,1979,90,"Drama,Romance",6.3,845
Fascination,1979,80,Horror,6.1,2563
Fast Company,1979,91,"Drama,Sport",5.5,1708
Felicity,1978,90,"Drama,Romance",5.2,1027
La femme flic,1980,103,"Drama,Thriller",6.5,279
Le singe fou du kung-fu,1979,116,"Action,Comedy",6.8,878
Le 5e mousquetaire,1979,116,"Action,Adventure,Romance",5.3,659
L'arme au poing,1979,104,"Action,Adventure,Crime",5.0,781
Alligator,1979,88,Horror,4.6,1089
Force One - Karateka Connection,1979,90,"Action,Crime,Drama",5.2,3507
French Postcards,1979,95,"Comedy,Drama",6.0,536
Le rabbin au Far West,1979,119,"Adventure,Comedy,Drama",6.4,8576
La vengeance est à moi,1979,140,"Crime,Drama",7.8,5933
Le putsch des mercenaires,1979,113,"Action,Drama,War",4.6,283
Le garage,1980,96,"Comedy,Drama",8.1,3472
Le corps et le fouet - Femmes captives,1980,80,"Action,Adventure",4.7,367
Das gefrorene Herz,1980,108,"Comedy,Drama",6.8,112
Le Gendarme et les Extra-terrestres,1979,96,"Comedy,Crime,Sci-Fi",6.3,7731
Un jouet dangereux,1979,118,"Crime,Drama",7.0,253
La boum américaine,1979,100,"Comedy,Romance",5.8,1545
De l'or au bout de la piste,1979,104,"Drama,Sci-Fi,Sport",4.8,350
Le commando des tigres noirs,1978,95,Action,5.1,2922
"Good Luck, Miss Wyckof",1979,105,Drama,5.7,268
Grandison,1979,102,\N,6.1,12
Zone grise,1979,99,"Drama,Romance",7.4,63
La grande attaque du train d'or,1978,110,"Adventure,Crime,Drama",6.9,16304
Chroniques géorgiennes du XIXème siècle,1979,76,Drama,7.7,78
Les 10 tigres de shaolin,1978,90,Action,6.0,84
La guerre des polices,1979,100,"Crime,Drama",6.1,283
La gueule de l'autre,1979,100,Comedy,6.0,244
Le guignolo,1980,108,"Action,Comedy",6.1,1839
Le Collège en folie,1979,98,Comedy,4.6,1675
Haine,1980,90,"Drama,Thriller",5.7,149
Hair,1979,121,"Comedy,Drama,Musical",7.6,35455
La maladie de Hambourg,1979,117,"Horror,Sci-Fi",6.2,322
Guerre et passion,1979,109,"Action,Adventure,Drama",6.1,4797
Hardcore,1979,108,"Crime,Drama",7.1,9365
Chinsese Connection,1978,90,Action,4.9,34
Head Over Heels,1979,92,"Comedy,Drama,Romance",7.2,915
Saturn 3,1980,88,"Adventure,Horror,Sci-Fi",5.2,8530
La Main noire défie le dragon rouge,1977,92,"Action,Drama",5.7,115
Les vengeurs de l'espace,1980,122,"Adventure,Animation,Drama",7.0,466
La Hyène Intrépide,1979,98,"Action,Comedy",6.7,4319
Chasseurs des ténèbres,1979,137,"Action,Adventure,Drama",6.9,427
L'Ouragan,1979,120,"Adventure,Drama",4.6,539
Les héroïnes du mal,1979,114,Drama,5.5,603
I... comme Icare,1979,120,"Crime,Drama,Mystery",7.9,3603
Je suis ton tueur,1982,87,\N,5.3,12
Il y a longtemps que je t'aime,1979,93,"Drama,Romance",6.1,43
Esquisses d'Imeretine,1979,79,Comedy,7.9,351
Ne tirez pas sur le dentiste,1979,103,"Action,Adventure,Comedy",7.3,7718
Le crime du siècle,1978,90,"Crime,Mystery,Thriller",4.9,126
La baigneuse fait des vagues,1980,88,Comedy,5.7,193
Cul et chemise,1979,92,"Action,Adventure,Comedy",6.7,8050
La Conspiration de Shaolin,1982,90,"Action,Drama",6.5,70
Nom de code: Jaguar,1979,90,Action,4.2,380
Un vrai schnock,1979,94,Comedy,7.2,53497
Jésus,1979,117,"Biography,Drama,Family",7.2,2170
Wang : L'Aigle de Shaolin,1979,84,"Action,Drama",6.2,158
Le professeur de kung fu,1979,100,"Action,Drama",6.4,277
Cher voisin,1979,102,Drama,6.1,9
Budapest ballade,1979,102,Drama,6.4,270
Adulte-éprouvette,1979,87,Comedy,5.3,542
Kramer contre Kramer,1979,105,Drama,7.8,135098
Du rouge pour un truand,1979,93,"Action,Crime,Drama",6.2,959
Le prince et l'arnaqueur,1979,97,"Action,Comedy,Drama",7.1,968
La lanterne de Jade,1979,\N,\N,5.8,5
Kung fu contre yoga,1979,89,"Action,Comedy",6.3,84
Meurtres en cascade,1979,102,"Mystery,Romance,Thriller",6.1,2515
Danny Travis le justicier,1979,105,"Comedy,Drama",5.6,104
"Laura, les ombres de l'été",1979,95,"Drama,Romance",5.9,1017
Psychose phase 3,1978,102,Horror,5.7,2602
L'île de la bête,1978,102,"Action,Mystery,Thriller",6.5,134
Les monstresses,1979,106,Comedy,4.7,297
La lycéenne est dans les vaps,1979,95,Comedy,5.2,174
Monty Python : La Vie de Brian,1979,94,Comedy,8.1,371308
Le Héros magnifique,1979,108,"Action,Comedy,Drama",7.3,2202
"I love you, je t'aime",1979,110,"Adventure,Comedy,Romance",7.5,5356
Long Weekend,1978,97,"Horror,Mystery,Thriller",6.6,4611
Le poing de la vengeance,1979,97,"Action,Drama",6.2,2086
L'Amour sur béquilles,1979,106,Comedy,5.0,307
Avec les compliments de Charlie,1979,103,"Action,Crime,Drama",5.8,1708
Le vampire de ces dames,1979,96,Comedy,6.2,5332
La luna,1979,142,Drama,6.5,4344
La légion saute sur Kolwezi,1980,96,"Adventure,Drama,War",5.7,211
Mad Max,1979,88,"Action,Adventure,Sci-Fi",6.9,193392
Le magicien de Lublin,1979,114,Drama,5.6,139
Le champion du kung-fu,1980,90,"Action,Drama",6.3,27
Tendre combat,1979,112,"Comedy,Romance,Sport",5.6,2669
Le malade imaginaire,1979,107,Comedy,6.3,194
L'infirmière a le feu aux fesses,1979,84,Comedy,4.3,224
Maman a cent ans,1979,98,"Comedy,Drama,Fantasy",7.2,1113
Erich von Stroheim,1979,78,Documentary,7.1,170
"Un homme, une femme et une banque",1979,100,"Comedy,Crime",5.8,415
Manhattan,1979,96,"Comedy,Drama,Romance",7.9,132506
Wang Yu défie le maître du karaté,1979,97,"Action,Comedy,Fantasy",6.7,86
"Arrête de ramer, t'es sur le sable",1979,94,Comedy,6.3,19450
Le charognard,1979,85,Horror,3.3,162
Rencontres avec des hommes remarquables,1979,108,"Biography,Drama",7.3,1005
Melancoly Baby,1979,96,Romance,6.0,34
Meteor,1979,108,"Action,Drama,Sci-Fi",5.1,6725
Moonraker,1979,126,"Action,Adventure,Sci-Fi",6.3,92423
"American Graffiti, la suite",1979,110,"Comedy,Drama,War",5.3,4125
Le Mors aux dents,1979,99,Drama,6.1,54
Moscou ne croit pas aux larmes,1980,150,"Comedy,Drama,Romance",8.1,11704
Les Muppets : Ça c'est du cinéma !,1979,95,"Adventure,Comedy,Family",7.6,33214
Meurtre par décret,1979,124,"Mystery,Thriller",6.9,5160
Ma brillante carrière,1979,100,"Biography,Drama,Romance",7.1,3878
La mémoire courte,1979,105,Drama,5.7,112
Nahla,1979,111,Drama,6.2,30
La vérité sur l'affaire Savolta,1980,120,Drama,6.4,171
Quelques jours de la vie,1980,140,"Comedy,Drama,History",7.7,2096
New Generation,1979,95,"Drama,Music",6.2,9
Les bourgeoises de l'amour,1980,88,Comedy,5.2,210
Les yeux de la jungle,1978,83,"Adventure,Horror,Thriller",3.6,215
Le casse de Berkeley Square,1979,102,"Comedy,Crime",5.7,400
Morsures,1979,105,Horror,5.1,1117
Adieu canaille,1979,95,"Action,Comedy",4.2,102
Norma Rae,1979,114,Drama,7.3,10568
40 hommes à abattre,1979,119,"Comedy,Drama,Sport",7.0,4779
"Nosferatu, fantôme de la nuit",1979,107,"Drama,Horror",7.5,33070
Jacky Chen maître du karaté,1979,90,"Action,Drama",6.2,92
Opération Ogre,1979,115,"Drama,Thriller",7.1,814
L'Occupation en 26 images,1978,116,"Drama,Romance,War",7.5,809
QHS,1978,102,Drama,5.9,164
Tueurs de flics,1979,122,"Crime,Drama",6.8,4541
Opening Night,1977,144,Drama,8.0,9513
Marqué par le diable,1979,87,Horror,4.1,191
Marathon d'automne,1979,90,"Comedy,Drama,Romance",7.9,2937
Mourir à Belfast,1979,128,"Drama,History,Thriller",6.7,170
Violences sur la ville,1979,95,"Crime,Drama",7.4,6137
Paco l'infaillible,1979,80,Comedy,5.4,39
Les demoiselles de Wilko,1979,118,"Drama,Romance",7.5,1129
Le passage,1979,98,"Action,Drama,War",6.0,1609
Passe ton bac d'abord...,1978,86,"Drama,Romance",6.9,759
La patriote,1979,121,Drama,6.8,161
Penitentiary,1979,99,"Crime,Drama,Sport",5.7,911
Un couple parfait,1979,110,"Comedy,Musical,Romance",5.9,822
Phantasm,1979,89,"Horror,Sci-Fi",6.7,32779
Photos scandale,1979,82,"Crime,Drama",4.4,56
Pied-plat sur le Nil,1980,103,"Action,Comedy,Crime",6.3,2974
Smash,1979,120,"Drama,Romance,Sport",4.3,239
La flic à la police des moeurs,1979,90,"Comedy,Crime",4.8,210
Pourquoi pas!,1977,93,"Comedy,Drama,Romance",6.3,177
En découvrant le vaste monde,1980,75,Drama,6.9,224
Le Pré,1979,115,Drama,6.3,338
Le prix de la survie,1980,103,Drama,6.3,15
Ali Bab et les 40 voleurs,1980,138,"Action,Adventure,Family",6.2,499
Le prisonnier de Zenda,1979,108,"Adventure,Comedy",5.3,1089
Prophecy : Le Monstre,1979,102,"Horror,Sci-Fi,Thriller",5.6,4510
Prova d'orchestra,1978,70,"Comedy,Drama,Music",7.2,4255
Le pull-over rouge,1979,80,"Crime,Drama,History",6.8,140
Cinq soirées,1979,103,"Drama,Romance",7.6,1087
Mon curé va en boîte,1980,137,Comedy,6.1,272
Quadrophenia,1979,120,"Drama,Music",7.3,17456
Quintet,1979,118,"Drama,Mystery,Sci-Fi",5.1,2999
Moments de la vie d'une femme,1979,92,Drama,6.3,63
Anthropophage Holocaust: La Terreur des Zombies,1980,84,Horror,5.3,5074
Retour à la bien-aimée,1979,98,"Drama,Romance",5.7,88
Le Tigre sort ses griffes,1977,92,"Action,Crime",5.8,155
Aldo fait ses classes,1979,90,Comedy,5.4,62
Le lycée des cancres,1979,93,"Comedy,Music",6.7,9157
"Rocky 2, la revanche",1979,119,"Drama,Sport",7.3,194243
Le roi et l'oiseau,1980,83,"Animation,Family,Fantasy",7.9,4687
Les Challengers,1979,104,"Comedy,Drama,Music",4.6,1594
The Rose,1979,125,"Drama,Music,Romance",7.0,7923
Vainqueur,1979,102,"Drama,Sport",5.9,695
Le château de Cagliostro,1979,100,"Adventure,Animation,Family",7.7,27587
Week-end à l'italienne,1979,108,Comedy,5.5,307
Jack le magnifique,1979,112,Drama,7.0,1865
Le saut dans le vide,1980,120,"Drama,Romance",7.2,343
Sauve qui peut (la vie),1980,87,Drama,6.8,3063
La cité du crime,1979,103,"Crime,Drama",5.9,109
Le shérif et les extraterrestres,1979,95,"Action,Comedy,Family",6.2,3571
Les soeurs,1979,95,Drama,7.1,225
C'est mon gigolo,1978,147,Drama,5.7,764
Scum,1979,98,"Crime,Drama",7.6,10415
Pardon!... Vous êtes normal?,1979,90,Comedy,4.9,75
Six Suédoises au collège,1979,91,Comedy,5.0,283
La vie privée d'un sénateur,1979,108,Drama,6.0,1541
Les 7 commandements du Kung Fu,1979,84,Action,6.7,83
Femme mariée cherche jeune homme,1971,85,Drama,3.6,18
La légende de la montagne,1979,192,"Fantasy,Horror,Mystery",7.4,721
Le boss de Shanghai,1979,94,Action,6.6,57
Le Temple de Shaolin,1982,100,"Action,Drama",6.9,3992
Combat mortel - Shaolin,1979,84,"Action,Adventure",6.6,242
Les invincibles de shaolin,1978,90,Action,5.9,79
Alerte dans le cosmos,1979,98,"Adventure,Sci-Fi,Thriller",3.2,788
Le Chasseur d'aigles et le fils prodigue,1982,100,"Action,Romance",5.4,144
Si ce n'est Lee c'est donc son frère,1979,87,"Action,Drama",5.8,67
Sibériade,1979,275,"Drama,History,Romance",8.0,1948
Jeux de rôles,1983,95,"Comedy,Horror",2.5,317
Les soeurs Brontë,1979,120,"Biography,Drama,History",6.6,956
La dynamite est bonne à boire,1974,90,"Action,Drama",4.1,28
Solo Sunny,1980,104,"Drama,Music",7.0,574
Outer Touch,1979,84,"Comedy,Sci-Fi",4.6,354
L'esprit du vent,1979,98,"Adventure,Drama,Family",5.4,112
Les Griffes du Dragon,1973,93,Action,4.2,75
Brigade anti-gangster,1979,90,"Action,Comedy,Crime",5.6,204
Stalker,1979,162,"Drama,Sci-Fi",8.2,119283
"Star Trek, le film",1979,132,"Adventure,Mystery,Sci-Fi",6.4,82489
"Starcrash, le choc des étoiles",1978,92,"Action,Adventure,Sci-Fi",4.0,6375
Merci d'avoir été ma femme...,1979,105,"Comedy,Romance",6.4,2454
L'étrange visite,1979,100,"Fantasy,History,Romance",6.9,73
"Sunburn, coup de soleil",1979,99,"Action,Comedy,Crime",5.3,592
Le Quartier de la violence,1979,100,"Action,Drama",5.3,32
Supersonic Man,1979,88,"Adventure,Comedy,Fantasy",3.2,829
L'hôpital de la transfiguration,1979,90,Drama,7.3,296
Série noire,1979,111,"Crime,Drama",7.6,2682
Le thème,1979,99,"Comedy,Drama,Romance",7.4,415
Rosy la bourrasque,1980,118,"Action,Comedy,Drama",5.6,154
Tess,1979,186,"Drama,Romance",7.3,15438
Soif de sang,1979,93,"Drama,Horror,Mystery",5.8,1261
C'était demain,1979,112,"Adventure,Drama,Sci-Fi",7.1,15484
"Tom Horn, sa véritable histoire",1980,98,"Biography,Crime,Drama",6.9,4904
Le toubib,1979,90,"Drama,War",5.4,504
Le piège,1979,90,Horror,6.2,8646
Tous vedettes!,1980,120,"Comedy,Musical,Romance",6.3,78
La fac en délire,1979,90,Comedy,3.4,40
La Peur au ventre,1979,110,"Drama,Romance",5.8,314
L'Enfer des zombies,1979,91,Horror,6.9,25806
L'humanoïde,1979,100,"Fantasy,Mystery,Sci-Fi",4.0,797
Un cosmonaute chez le roi Arthur,1979,93,"Adventure,Comedy,Family",5.3,1018
Vacanze per un massacro,1980,85,"Action,Crime,Drama",5.5,436
On en a rien à secouer!,1979,93,"Comedy,Drama",5.2,463
Les parents du dimanche,1980,106,Drama,7.0,51
"Une poule, un train... et quelques monstres",1969,120,Comedy,6.3,362
Voyage avec Anita,1979,120,Comedy,4.9,438
Cactus Jack,1979,89,"Comedy,Western",5.4,6623
Aveux spontanés,1979,101,Drama,6.3,135
Silence mon amour,1979,106,"Drama,Music,Romance",6.6,280
Femme entre chien et loup,1979,111,"Drama,Romance,War",6.4,213
Les seigneurs,1979,112,"Crime,Drama,Romance",7.4,10231
"Warriors, les guerriers de la nuit",1979,92,"Action,Crime,Thriller",7.6,94950
Nous maigrirons ensemble,1979,100,Comedy,4.7,23
West Indies,1979,110,"Drama,Musical",6.5,51
Terreur sur la ligne,1979,97,"Horror,Mystery,Thriller",6.5,10097
Willi Busch Reporter,1979,120,"Comedy,Drama",6.6,41
Qui a tué le président?,1979,97,"Comedy,Drama,Mystery",6.1,2426
Le malin,1979,106,"Comedy,Drama",7.1,5204
Les Sept dragons du kung fu,1980,92,Action,6.8,62
Le monde est plein d'hommes mariés,1979,107,"Drama,Romance",4.6,132
Le maître,1979,98,"Action,Drama",5.7,184
Woyzeck,1979,80,Drama,7.1,9029
La Rage de vaincre,1979,77,"Action,Comedy",3.3,144
Maître Lee vainqueur des Mandchous,1980,89,"Action,Drama",6.5,71
Les Deux Frères Justiciers,1979,89,"Action,Comedy",6.7,184
Yanks,1979,138,"Drama,War",6.4,3137
Au-delà de cette limite votre ticket n'est plus valable,1981,92,Drama,4.9,92
Le maître intrépide,1979,92,"Action,Comedy,Drama",7.3,1183
Shaolin contre Ninja,1978,105,"Action,Comedy",7.6,2024
Black Jim le magnifique,1979,92,"Action,Drama,Western",6.0,105
Le maître chinois,1978,111,"Action,Comedy",7.5,37149
L'ultime attaque,1979,117,"Adventure,Drama,History",6.7,6424
Excès érotiques,1979,87,Comedy,4.9,57
À nous deux,1979,112,Drama,6.4,408
Les égouts du paradis,1979,115,"Action,Crime,Drama",6.1,276
Héros ou salopards,1980,107,"Drama,History,War",7.8,12205
Les combats musclés du Kung Fu,1979,100,"Action,Drama",6.2,207
Comment se débarrasser de son patron,1980,109,Comedy,6.9,28520
Y a-t-il un pilote dans l'avion?,1980,88,Comedy,7.7,217349
Acteurs provinciaux,1979,108,"Comedy,Drama",6.6,274
L'Incroyable Alligator,1980,91,"Horror,Sci-Fi,Thriller",6.0,10883
Allons z'enfants,1981,118,"Drama,War",7.0,140
Au-delà du réel,1980,102,"Horror,Sci-Fi,Thriller",6.9,32511
L'altra donna,1980,87,Drama,7.2,14
Le couvent infernal,1981,88,"Horror,Thriller",4.7,835
Les élèves de Madame Olga,1981,83,Drama,4.6,77
